source_url,target_entity,anchor,relationship,source_entity,contextual_relevance
/grades/grade-9-titanium/,cnc-machining,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,milling,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,turning,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,welding,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,forming,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,hydroforming,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,aerospace,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,marine,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,sporting-goods,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,chemical-processing,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,automotive,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,ASTM B265,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,ASTM B348,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,ASTM B861,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,AMS 4945,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,anodizing,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,passivation,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,polishing,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,AS9100D,grade-9-titanium,related_to,grade-9-titanium,high
/grades/grade-9-titanium/,ISO 9001,grade-9-titanium,related_to,grade-9-titanium,high
/grades/ta15-titanium/,cnc-machining,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,milling,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,turning,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,welding,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,additive-manufacturing,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,aerospace,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,defence,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,GB/T 3621,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,GJB 1538,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,anodizing,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,passivation,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,AS9100D,ta15-titanium,related_to,ta15-titanium,high
/grades/ta15-titanium/,GJB 9001,ta15-titanium,related_to,ta15-titanium,high
/grades/ti-10v-2fe-3al/,forging,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,cnc-machining,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,milling,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,turning,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,heat-treatment,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,aerospace,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,defence,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,automotive,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,AMS 4983,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,AMS 4984,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,ASTM B348,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,passivation,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,bead-blasting,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,AS9100D,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-10v-2fe-3al/,NADCAP,ti-10v-2fe-3al,related_to,ti-10v-2fe-3al,high
/grades/ti-5al-2sn/,cnc-machining,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,milling,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,turning,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,welding,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,forming,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,aerospace,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,defence,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,chemical-processing,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,AMS 4926,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,AMS 4909,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,ASTM B265,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,anodizing,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,passivation,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,AS9100D,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-5al-2sn/,ISO 9001,ti-5al-2sn,related_to,ti-5al-2sn,high
/grades/ti-6al-2sn-4zr-2mo/,cnc-machining,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,milling,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,turning,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,forging,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,heat-treatment,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,aerospace,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,power-generation,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,defence,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,AMS 4919,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,AMS 4975,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,ASTM B265,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,anodizing,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,passivation,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,AS9100D,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/grades/ti-6al-2sn-4zr-2mo/,NADCAP,ti-6al-2sn-4zr-2mo,related_to,ti-6al-2sn-4zr-2mo,high
/processes/5-axis-machining/,grade-5-titanium,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,grade-23-titanium,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,grade-9-titanium,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,grade-2-titanium,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,aerospace,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,medical,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,semiconductor,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,robotics,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,energy,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,mazak-5-axis,5-axis-machining,related_to,5-axis-machining,high
/processes/5-axis-machining/,dmg-mori,5-axis-machining,related_to,5-axis-machining,high
/processes/dmls-vs-ebm/,grade-5-titanium,dmls-vs-ebm,related_to,dmls-vs-ebm,high
/processes/dmls-vs-ebm/,grade-23-titanium,dmls-vs-ebm,related_to,dmls-vs-ebm,high
/processes/dmls-vs-ebm/,aerospace,dmls-vs-ebm,related_to,dmls-vs-ebm,high
/processes/dmls-vs-ebm/,medical,dmls-vs-ebm,related_to,dmls-vs-ebm,high
/processes/dmls-vs-ebm/,dmls-machine,dmls-vs-ebm,related_to,dmls-vs-ebm,high
/processes/dmls-vs-ebm/,ebm-machine,dmls-vs-ebm,related_to,dmls-vs-ebm,high
/processes/titanium-casting/,grade-2-titanium,titanium-casting,related_to,titanium-casting,high
/processes/titanium-casting/,grade-5-titanium,titanium-casting,related_to,titanium-casting,high
/processes/titanium-casting/,aerospace,titanium-casting,related_to,titanium-casting,high
/processes/titanium-casting/,medical,titanium-casting,related_to,titanium-casting,high
/processes/titanium-casting/,investment-casting-furnace,titanium-casting,related_to,titanium-casting,high
/processes/titanium-forging/,grade-5-titanium,titanium-forging,related_to,titanium-forging,high
/processes/titanium-forging/,grade-23-titanium,titanium-forging,related_to,titanium-forging,high
/processes/titanium-forging/,ti-10v-2fe-3al,titanium-forging,related_to,titanium-forging,high
/processes/titanium-forging/,aerospace,titanium-forging,related_to,titanium-forging,high
/processes/titanium-forging/,defence,titanium-forging,related_to,titanium-forging,high
/processes/titanium-forging/,hydraulic-press,titanium-forging,related_to,titanium-forging,high
/processes/titanium-sheet-metal/,grade-2-titanium,titanium-sheet-metal,related_to,titanium-sheet-metal,high
/processes/titanium-sheet-metal/,grade-5-titanium,titanium-sheet-metal,related_to,titanium-sheet-metal,high
/processes/titanium-sheet-metal/,aerospace,titanium-sheet-metal,related_to,titanium-sheet-metal,high
/processes/titanium-sheet-metal/,chemical-processing,titanium-sheet-metal,related_to,titanium-sheet-metal,high
/processes/titanium-sheet-metal/,press-brake,titanium-sheet-metal,related_to,titanium-sheet-metal,high
/processes/titanium-welding/,grade-2-titanium,titanium-welding,related_to,titanium-welding,high
/processes/titanium-welding/,grade-5-titanium,titanium-welding,related_to,titanium-welding,high
/processes/titanium-welding/,grade-23-titanium,titanium-welding,related_to,titanium-welding,high
/processes/titanium-welding/,aerospace,titanium-welding,related_to,titanium-welding,high
/processes/titanium-welding/,chemical-processing,titanium-welding,related_to,titanium-welding,high
/processes/titanium-welding/,tig-welder,titanium-welding,related_to,titanium-welding,high
/processes/titanium-welding/,laser-welder,titanium-welding,related_to,titanium-welding,high
/processes/titanium-welding/,electron-beam-welder,titanium-welding,related_to,titanium-welding,high
/industries/aerospace-titanium-parts/,grade-5-titanium,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,grade-23-titanium,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,grade-2-titanium,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,cnc-machining,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,5-axis-machining,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,milling,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,turning,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,wire-edm,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,astm-b265,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,astm-b348,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,astm-f136,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,AS9100D,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/industries/aerospace-titanium-parts/,NADCAP,aerospace-titanium-parts,related_to,aerospace-titanium-parts,high
/standards/as9100d/,grade-2-titanium,as9100d,related_to,as9100d,high
